0.000000	2.287166	sil
2.287166	2.693515	4
2.960544	3.366893	tram
3.657143	4.121542	6
4.469841	4.876190	muoi
5.131610	5.584399	6
5.909478	6.292608	trieu
6.687347	7.128526	6
7.523265	7.894785	tram
8.277914	8.719093	5
9.090612	9.508571	muoi
9.763991	10.205170	lam
10.611519	11.017868	nghin
11.400998	11.702857	7
12.144036	12.469116	tram
12.910295	13.293424	8
13.630113	14.059683	muoi
14.407982	14.837551	9
14.837551	16.878639	sil
16.878639	19.272562	sil
19.272562	19.597642	1
19.969161	20.433560	tram
20.688980	21.141769	linh
21.455238	21.733878	1
22.105397	22.488526	trieu
22.964535	23.440544	2
23.637914	24.067483	tram
24.415782	24.822132	8
25.112381	25.541950	muoi
25.785760	26.192109	lam
26.586848	26.993197	nghin
27.399546	27.794286	8
28.107755	28.502494	tram
28.874014	29.326803	9
29.686712	30.104671	muoi
30.406531	30.905760	2
30.905760	33.089705	sil
33.089705	35.770340	sil
35.770340	36.316009	2
36.524989	36.977778	tram
37.268027	37.674376	linh
38.045896	38.463855	8
38.730884	39.102404	trieu
39.531973	39.949932	4
40.216961	40.669751	tram
41.064490	41.482449	5
41.842358	42.271927	muoi
42.631837	43.038186	9
43.386485	43.769615	nghin
44.234014	44.547483	7
44.919002	45.313741	tram
45.673651	46.021950	7
46.405079	46.799819	muoi
47.159728	47.531247	lam
47.531247	49.199184	sil
49.199184	51.734059	sil
51.734059	52.186848	9
52.465488	52.883447	tram
53.301406	53.707755	8
54.021224	54.485624	muoi
54.857143	55.251882	3
55.588571	55.948481	trieu
56.354830	56.784399	9
57.144308	57.539048	tram
57.910567	58.293696	linh
58.630385	58.943855	1
59.385034	59.791383	nghin
60.162902	60.604082	9
60.929161	61.335510	tram
61.695420	62.078549	5
62.508118	62.879637	muoi
63.227937	63.553016	mot
63.553016	66.193923	sil
66.193923	68.614966	sil
68.614966	68.974875	7
69.299955	69.706304	tram
70.066213	70.507392	m1
70.844082	71.145941	7
71.517460	71.877370	trieu
72.330159	72.771338	6
73.131247	73.502766	tram
73.955556	74.269025	7
74.698594	75.139773	muoi
75.499683	75.824762	7
76.219501	76.660680	nghin
77.055420	77.438549	8
77.775238	78.204807	tram
78.669206	79.075556	4
79.389025	79.806984	muoi
80.224943	80.608073	tu
80.608073	82.811338	sil
82.811338	85.611973	sil
85.611973	86.041542	8
86.320181	86.726531	tram
87.063220	87.492789	linh
87.841088	88.189388	7
88.537687	88.862766	trieu
89.327166	89.733515	5
90.093424	90.511383	tram
90.952562	91.347302	4
91.672381	92.136780	muoi
92.543129	92.949478	tu
93.332608	93.727347	nghin
94.156916	94.563265	5
94.934785	95.341134	tram
95.747483	96.153832	linh
96.502132	96.803991	1
96.803991	98.812517	sil
98.812517	101.447982	sil
101.447982	101.854331	3
102.237460	102.643810	tram
103.050159	103.468118	6
103.862857	104.338866	muoi
104.663946	105.070295	lam
105.430204	105.766893	trieu
106.219683	106.614422	5
106.985941	107.380680	tram
107.821859	108.216599	3
108.564898	109.029297	muoi
109.400816	109.865215	8
110.201905	110.608254	nghin
111.026213	111.432562	3
111.746032	112.163991	tram
112.523900	112.907029	8
113.266939	113.673288	muoi
113.673288	116.155556	sil
116.155556	118.735238	sil
118.735238	119.188027	5
119.547937	119.954286	tram
120.244535	120.743764	6
121.103673	121.510023	muoi
121.939592	122.206621	mot
122.682630	123.019320	trieu
123.472109	123.820408	7
124.203537	124.621497	tram
125.016236	125.503855	2
125.828934	126.328163	muoi
126.560363	127.059592	6
127.407891	127.825850	nghin
128.208980	128.638549	5
128.975238	129.393197	tram
129.706667	130.194286	m1
130.542585	130.995374	9
130.995374	133.309932	sil
133.309932	136.533333	sil
136.533333	136.974512	8
137.195102	137.589841	tram
138.054240	138.448980	8
138.832109	139.250068	muoi
139.644807	140.027937	8
140.399456	140.759365	trieu
141.200544	141.664943	9
142.001633	142.396372	tram
142.779501	143.220680	5
143.627029	144.056599	muoi
144.497778	144.834467	7
145.275646	145.670385	nghin
146.041905	146.506304	6
146.877823	147.295782	tram
147.713741	148.096871	linh
148.596100	149.014059	8
149.014059	151.465669	sil
151.465669	153.739320	sil
153.739320	154.168889	3
154.505578	154.969977	tram
155.295057	155.747846	5
156.107755	156.514104	muoi
156.908844	157.187483	mot
157.651882	157.965351	trieu
158.476190	158.882540	8
159.207619	159.648798	tram
160.031927	160.426667	4
160.774966	161.239365	muoi
161.587664	162.017234	3
162.330703	162.771882	nghin
163.050522	163.538141	0
163.898050	164.292789	tram
164.675918	165.047438	linh
165.453787	165.883356	9
165.883356	168.300771	sil
