0.000000	0.291187	sil
0.291187	0.591766	3
0.591766	0.798415	tram
0.798415	0.962794	linh
0.962794	1.437147	6
1.437147	1.888016	trieu
1.888016	2.160417	sil
2.160417	2.465693	2
2.465693	2.747487	tram
2.747487	2.949439	4
2.949439	3.033977	muoi
3.033977	3.433184	6
3.433184	3.869964	nghin
3.869964	4.198723	sil
4.198723	4.489910	4
4.489910	4.785793	tram
4.785793	5.048800	8
5.048800	5.199090	muoi
5.199090	5.654656	lam
5.654656	6.537609	sil
6.537609	6.913334	1
6.913334	7.298452	tram
7.298452	7.556763	8
7.556763	7.786894	muoi
7.786894	8.087474	tu
8.087474	8.580612	trieu
8.580612	8.744992	sil
8.744992	9.177075	6
9.177075	9.463565	tram
9.463565	9.707786	2
9.707786	9.900345	muoi
9.900345	10.215015	8
10.215015	10.600132	nghin
10.600132	10.896016	sil
10.896016	11.234168	0
11.234168	11.478389	tram
11.478389	11.783665	6
11.783665	11.990314	muoi
11.990314	12.361342	mot
12.361342	12.920232	sil
12.920232	13.342923	7
13.342923	13.742130	tram
13.742130	14.023924	3
14.023924	14.211786	muoi
14.211786	14.512366	3
14.512366	15.014897	trieu
15.014897	15.104132	sil
15.104132	15.423498	mot
15.423498	15.672416	tram
15.672416	15.921333	linh
15.921333	16.179644	8
16.179644	16.653996	nghin
16.653996	16.973362	sil
16.973362	17.386659	6
17.386659	17.626184	tram
17.626184	17.997212	6
17.997212	18.189771	muoi
18.189771	18.673516	2
18.673516	20.617892	sil
20.617892	21.003009	7
21.003009	21.237837	tram
21.237837	21.510238	linh
21.510238	21.806121	8
21.806121	22.242901	trieu
22.242901	22.369708	sil
22.369708	22.848757	6
22.848757	23.111764	tram
23.111764	23.445220	6
23.445220	23.623689	muoi
23.623689	23.905482	lam
23.905482	24.337566	nghin
24.337566	24.647539	sil
24.647539	24.966905	5
24.966905	25.258091	tram
25.258091	25.516402	5
25.516402	25.765320	muoi
25.765320	26.300727	tu
26.300727	27.268218	sil
27.268218	27.695605	3
27.695605	28.080723	tram
28.080723	28.334337	3
28.334337	28.526896	muoi
28.526896	28.855655	9
28.855655	29.339401	trieu
29.339401	29.560139	sil
29.560139	29.884201	4
29.884201	30.175388	tram
30.175388	30.433699	2
30.433699	30.616864	muoi
30.616864	30.959713	6
30.959713	31.377707	nghin
31.377707	31.603142	sil
31.603142	31.842666	1
31.842666	32.396860	tram
32.396860	33.124827	sil
33.124827	33.561607	5
33.561607	33.885669	tram
33.885669	34.223821	5
34.223821	34.421077	muoi
34.421077	34.759229	2
34.759229	35.205402	trieu
35.205402	35.548251	sil
35.548251	35.877010	4
35.877010	36.163500	tram
36.163500	36.464080	5
36.464080	36.708301	muoi
36.708301	37.041756	tu
37.041756	37.426874	nghin
37.426874	37.840171	sil
37.840171	38.154841	1
38.154841	38.507083	tram
38.507083	38.840538	7
38.840538	39.155208	muoi
39.155208	39.615470	tu
39.615470	40.291775	sil
40.291775	40.737948	5 
40.737948	41.155942	tram
41.155942	41.400163	4
41.400163	41.583328	muoi
41.583328	41.902694	7
41.902694	42.395833	trieu
42.395833	42.687020	sil
42.687020	43.034565	4
43.034565	43.414986	tram
43.414986	43.673297	7
43.673297	43.889339	muoi
43.889339	44.180525	9
44.180525	44.612609	nghin
44.612609	44.964851	sil
44.964851	45.411024	0
45.411024	45.711603	tram
45.711603	45.988700	2
45.988700	46.181259	muoi
46.181259	46.641522	lam
46.641522	47.529171	sil
47.529171	47.904896	3
47.904896	48.102152	muoi
48.102152	48.360462	mot
48.360462	48.881780	trieu
48.881780	49.168270	sil
49.168270	49.553388	5
49.553388	49.947899	tram
49.947899	50.229693	2
50.229693	50.370589	muoi
50.370589	50.657079	lam
50.657079	51.154915	nghin
51.154915	51.591694	sil
51.591694	51.995598	7
51.995598	52.244516	tram
52.244516	52.634330	6
52.634330	52.920821	muoi
52.920821	53.465621	tu
53.465621	53.911794	sil
53.911794	54.367361	3
54.367361	54.757175	tram
54.757175	55.123506	9
55.123506	55.372424	muoi
55.372424	55.611948	mot
55.611948	56.142660	trieu
56.142660	56.368094	sil
56.368094	56.781392	0
56.781392	57.241654	tram
57.241654	57.542234	8
57.542234	57.819331	muoi
57.819331	58.195056	nghin
58.195056	58.622442	sil
58.622442	58.984077	4
58.984077	59.345712	tram
59.345712	59.646292	7
59.646292	59.843548	muoi
59.843548	60.393045	6
60.393045	60.919060	sil
60.919060	61.290088	8
61.290088	61.585971	tram
61.585971	61.867764	2
61.867764	62.055627	muoi
62.055627	62.365600	9
62.365600	62.896311	trieu
62.896311	63.093566	sil
63.093566	63.427022	7
63.427022	63.694726	tram
63.694726	63.948340	2
63.948340	64.103326	muoi
64.103326	64.422692	9
64.422692	64.835989	nghin
64.835989	65.188231	sil
65.188231	65.549866	5
65.549866	65.892715	tram
65.892715	66.183902	9
66.183902	66.381157	muoi
66.381157	66.911868	6
66.911868	67.447276	sil
67.447276	67.804214	6
67.804214	68.128277	tram
68.128277	68.466429	2
68.466429	68.677774	muoi
68.677774	69.020623	8
69.020623	69.476189	trieu
69.476189	69.833127	sil
69.833127	70.213549	8
70.213549	70.551701	tram
70.551701	70.824101	2
70.824101	70.993177	muoi
70.993177	71.397081	nghin
71.397081	71.833861	sil
71.833861	72.214283	7
72.214283	72.486683	tram
72.486683	72.881194	6
72.881194	73.073753	muoi
73.073753	73.482353	mot
73.482353	74.144568	sil
74.144568	74.553169	2
74.553169	74.947680	tram
74.947680	75.276439	3
75.276439	75.450211	muoi
75.450211	75.793060	8
75.793060	76.300288	trieu
76.300288	76.666620	sil
76.666620	76.995379	3
76.995379	77.403980	tram
77.403980	77.690470	8
77.690470	77.892422	muoi
77.892422	78.178912	3
78.178912	78.535850	nghin
78.535850	78.883396	sil
78.883396	79.376534	6
79.376534	79.756955	tram
79.756955	80.029356	7
80.029356	80.226611	muoi
80.226611	80.677481	3
80.677481	81.137744	sil
81.137744	81.565130	9
81.565130	81.945552	tram
81.945552	82.222649	3
82.222649	82.405814	muoi
82.405814	82.739270	3
82.739270	83.208926	trieu
83.208926	83.453147	sil
83.453147	83.781906	1
83.781906	84.049610	tram
84.049610	84.331403	linh
84.331403	84.636680	3
84.636680	85.092246	nghin
85.092246	85.458577	sil
85.458577	85.824909	7
85.824909	86.144275	tram
86.144275	86.444855	9
86.444855	86.670289	muoi
86.670289	87.116463	lam
87.116463	87.637780	sil
87.637780	88.004112	8
88.004112	88.351657	tram
88.351657	88.647541	9
88.647541	88.844796	muoi
88.844796	89.178252	2
89.178252	89.699570	trieu
89.699570	90.000149	sil
90.000149	90.319515	3
90.319515	90.577826	tram
90.577826	90.803261	linh
90.803261	91.033392	5
91.033392	91.427903	nghin
91.427903	91.855290	sil
91.855290	92.324946	6
92.324946	92.691277	tram
92.691277	92.968374	8
92.968374	93.123361	muoi
93.123361	93.715127	6
93.715127	94.264624	sil
94.264624	94.738977	7
94.738977	95.213329	trieu
95.213329	95.739344	7
95.739344	96.072799	tram
96.072799	96.467310	6
96.467310	96.641083	muoi
96.641083	97.021504	6
97.021504	97.477070	nghin
97.477070	97.744774	sil
97.744774	98.205037	6
98.205037	98.604244	tram
98.604244	98.890735	8
98.890735	99.064507	muoi
99.064507	99.595218	3
99.595218	100.135323	sil
100.135323	100.529833	8
100.529833	100.792841	tram
100.792841	101.163869	6
101.163869	101.412786	muoi
101.412786	101.901228	trieu
101.901228	102.286346	sil
102.286346	102.699643	9
102.699643	102.953258	tram
102.953258	103.319589	6
103.319589	103.559114	muoi
103.559114	103.859693	7
103.859693	104.319956	nghin
104.319956	104.784915	sil
104.784915	105.146550	9
105.146550	105.423647	tram
105.423647	105.649082	m1
105.649082	106.095255	3
106.095255	106.790346	sil
106.790346	107.269395	4
107.269395	107.635726	tram
107.635726	107.908127	m1
107.908127	108.265065	9
108.265065	108.715935	trieu
108.715935	109.049390	sil
109.049390	109.415722	1
109.415722	109.843109	tram
109.843109	110.106116	7
110.106116	110.350337	muoi
110.350337	110.655613	tu
110.655613	111.087697	nghin
111.087697	111.524477	sil
111.524477	111.862629	4
111.862629	112.135029	tram
112.135029	112.402733	linh
112.402733	112.853603	8
112.853603	113.497031	sil
113.497031	113.919722	8
113.919722	114.253177	tram
114.253177	114.567847	m1
114.567847	114.910695	2
114.910695	115.389744	trieu
115.389744	115.704414	sil
115.704414	116.117711	3
116.117711	116.479346	tram
116.479346	116.775229	5
116.775229	117.038236	muoi
117.038236	117.366995	9
117.366995	117.850741	nghin
117.850741	118.179500	sil
118.179500	118.602190	0
118.602190	119.038970	tram
119.038970	119.320764	5
119.320764	119.574378	muoi
119.574378	119.987675	7
119.987675	120.354007	sil
120.354007	120.804876	5
120.804876	121.204084	tram
121.204084	121.495270	5
121.495270	121.697222	muoi
121.697222	122.091733	6
122.091733	122.566086	trieu
122.566086	122.993472	sil
122.993472	123.434949	2
123.434949	123.791887	tram
123.791887	124.092467	2
124.092467	124.285026	muoi
124.285026	124.571516	3
124.571516	124.989510	nghin
124.989510	125.463862	sil
125.463862	125.848980	5
125.848980	126.173042	tram
126.173042	126.487712	9
126.487712	126.919795	muoi
126.919795	127.666548	sil
127.666548	128.070452	1
128.070452	128.408604	tram
128.408604	128.756150	9
128.756150	128.939315	muoi
128.939315	129.188233	mot
129.188233	129.794089	trieu
129.794089	130.061793	sil
130.061793	130.418731	8
130.418731	130.747490	tram
130.747490	130.991711	7
130.991711	131.179574	muoi
131.179574	131.503636	9
131.503636	131.954506	nghin
131.954506	132.339624	sil
132.339624	132.691866	4
132.691866	132.959569	tram
132.959569	133.354080	6
133.354080	133.588908	muoi
133.588908	134.119619	tu
134.119619	134.406109	sil
134.406109	134.828800	2
134.828800	135.124683	tram
135.124683	135.397083	muoi
135.397083	135.688270	2
135.688270	136.195498	trieu
136.195498	136.491381	sil
136.491381	136.820140	4
136.820140	137.064362	tram
137.064362	137.242831	linh
137.242831	137.571590	6
137.571590	138.069425	nghin
138.069425	138.393488	sil
138.393488	138.745729	4
138.745729	139.088578	tram
139.088578	139.497179	4
139.497179	140.079552	sil
140.079552	140.380132	muoi
140.380132	140.765250	7
140.765250	141.432161	sil
141.432161	141.836065	1
141.836065	142.122555	tram
142.122555	142.559335	6
142.559335	142.751894	muoi
142.751894	142.953846	mot
142.953846	143.484557	trieu
143.484557	143.771047	sil
143.771047	144.198434	0
144.198434	144.545979	tram
144.545979	144.888828	9
144.888828	145.151835	muoi
145.151835	145.598008	nghin
145.598008	146.020698	sil
146.020698	146.405816	8
146.405816	146.734575	tram
146.734575	147.053941	m1
147.053941	147.542383	6
147.542383	148.105970	sil
148.105970	148.509874	8
148.509874	148.890296	tram
148.890296	149.162696	3
149.162696	149.317682	muoi
149.317682	149.716890	6
149.716890	150.214725	trieu
150.214725	150.712560	sil
150.712560	151.125857	7
151.125857	151.534458	tram
151.534458	151.858521	m1
151.858521	152.318783	nghin
152.318783	152.811922	sil
152.811922	153.211129	0
153.211129	153.563371	tram
153.563371	153.784110	m1
153.784110	154.249069	9
154.249069	154.930070	sil
154.930070	155.338670	9
155.338670	155.611071	tram
155.611071	156.019671	6
156.019671	156.306161	muoi
156.306161	156.771121	trieu
156.771121	157.034128	sil
157.034128	157.475605	0
157.475605	157.917081	tram
157.917081	158.133123	3
158.133123	158.339771	muoi
158.339771	158.654441	8
158.654441	159.086524	nghin
159.086524	159.513911	sil
159.513911	159.899029	5
159.899029	160.190215	tram
160.190215	160.495492	2
160.495492	160.725623	muoi
160.725623	161.063775	mot
161.063775	161.927942	sil
161.927942	162.331846	7
162.331846	162.716964	tram
162.716964	162.994061	4
162.994061	163.125564	muoi
163.125564	163.388572	lam
163.388572	163.877014	trieu
163.877014	164.022607	sil
164.022607	164.280918	1
164.280918	164.642553	tram
164.642553	164.816325	7
164.816325	165.008884	muoi
165.008884	165.309464	9
165.309464	165.830782	nghin
165.830782	166.093789	sil
166.093789	166.417852	3
166.417852	166.737218	tram
166.737218	166.962653	3
166.962653	167.127032	muoi
167.127032	167.469881	mot
167.469881	167.859546	sil
